dissimilarity_d1_a0,correlation_d1_a0,contrast_d1_a0,energy_d1_a0,homogeneity_d1_a0,asm_d1_a0,dissimilarity_d1_a0.79,correlation_d1_a0.79,contrast_d1_a0.79,energy_d1_a0.79,homogeneity_d1_a0.79,asm_d1_a0.79,dissimilarity_d1_a1.57,correlation_d1_a1.57,contrast_d1_a1.57,energy_d1_a1.57,homogeneity_d1_a1.57,asm_d1_a1.57,dissimilarity_d1_a2.36,correlation_d1_a2.36,contrast_d1_a2.36,energy_d1_a2.36,homogeneity_d1_a2.36,asm_d1_a2.36,dissimilarity_d3_a0,correlation_d3_a0,contrast_d3_a0,energy_d3_a0,homogeneity_d3_a0,asm_d3_a0,dissimilarity_d3_a0.79,correlation_d3_a0.79,contrast_d3_a0.79,energy_d3_a0.79,homogeneity_d3_a0.79,asm_d3_a0.79,dissimilarity_d3_a1.57,correlation_d3_a1.57,contrast_d3_a1.57,energy_d3_a1.57,homogeneity_d3_a1.57,asm_d3_a1.57,dissimilarity_d3_a2.36,correlation_d3_a2.36,contrast_d3_a2.36,energy_d3_a2.36,homogeneity_d3_a2.36,asm_d3_a2.36,dissimilarity_d5_a0,correlation_d5_a0,contrast_d5_a0,energy_d5_a0,homogeneity_d5_a0,asm_d5_a0,dissimilarity_d5_a0.79,correlation_d5_a0.79,contrast_d5_a0.79,energy_d5_a0.79,homogeneity_d5_a0.79,asm_d5_a0.79,dissimilarity_d5_a1.57,correlation_d5_a1.57,contrast_d5_a1.57,energy_d5_a1.57,homogeneity_d5_a1.57,asm_d5_a1.57,dissimilarity_d5_a2.36,correlation_d5_a2.36,contrast_d5_a2.36,energy_d5_a2.36,homogeneity_d5_a2.36,asm_d5_a2.36,category
1.462044783464567,0.943181200365763,5.037709153543307,0.1002590825270104,0.5174915202206372,0.010051883629157885,2.7578895157790315,0.8147323196813512,16.39729679459359,0.07961377234741257,0.35965144080583067,0.006338352747385635,2.4961245078740166,0.8431679125405812,13.885396161417326,0.08332690122816226,0.3881988801730544,0.006943372468287909,2.8064976129952264,0.8058628152440185,17.18234236468473,0.07933483392582555,0.3563844853440931,0.00629401587403832,2.8755625,0.7826202955860769,19.2890625,0.07702667963115117,0.3507095781154269,0.005933109375,4.060909549004787,0.5810584116351092,36.98116654069035,0.07076340432232774,0.28989564168564624,0.005007459391285232,4.458,0.4788478676800456,45.866499999999995,0.06945066256883371,0.27722775145150014,0.0048233945312500005,4.099080372889897,0.5693079114993491,38.02059712773998,0.07082227845639008,0.2888590943004937,0.005015795125754454,3.411966463414634,0.700897104022631,26.556783536585368,0.07246662509155911,0.31590215680022216,0.005251411752160586,5.166168054110303,0.32517626074782113,59.235887096774206,0.06533223244025906,0.2500458814783993,0.004268300595628038,5.1519308943089435,0.3206698652800342,59.42619410569105,0.06577336455949283,0.2517848308098147,0.004326135485475948,5.133194588969824,0.33744201528366435,58.15738813735693,0.06558614252018456,0.25026328034738016,0.004301542090677961,cegla
1.7959522637795275,0.9480325687492942,7.12001722440945,0.07375726645144737,0.45274611244545043,0.005440134354389803,3.1282162564325127,0.8518115158589009,20.28923057846115,0.05928341822196696,0.32266519233822444,0.003514523676080645,2.773375984251969,0.8789958329436576,16.5302657480315,0.06318041677298633,0.3570654833503644,0.003991765063608253,3.220844441688883,0.8440401056701836,21.35364870729741,0.058412096639981065,0.31363095111236294,0.003411973033878487,3.5865625000000003,0.7872861884004724,29.273937499999995,0.05595792224966899,0.296837115641611,0.0031312890624999997,4.6828546233308135,0.661359702549167,46.41439909297053,0.05101181461055106,0.251592052019987,0.0026022052298612305,5.1043125,0.5834613150932885,56.82706250000001,0.04996371730441001,0.2358917989965553,0.002496373046875,4.758503401360544,0.6513493994952256,47.78508440413203,0.05077822322568361,0.24589328600772825,0.0025784279539573544,4.399390243902439,0.6765565852572883,44.728658536585364,0.052437144872263884,0.26674599149338163,0.0027496541623547904,6.186589490114464,0.4101332966178175,81.12025234131114,0.046645828199762256,0.21095052645906376,0.0021758332884417356,5.932926829268293,0.44828293878254244,75.08053861788618,0.04710738149063109,0.21059447268413545,0.002219105390903852,6.212083766909469,0.42140222481925327,79.53544484911549,0.045948863878878324,0.20040321862454358,0.0021112980917596894,cegla
1.7239788385826773,0.9288362125629571,6.756213090551182,0.096076639569221,0.4731491576854617,0.009230720670914003,3.1416082832165664,0.768466334881264,22.05995411990824,0.07840600249968316,0.34174256651499496,0.006147501227980323,2.804872047244095,0.8080169190754714,18.285802165354333,0.0821786273924713,0.3723616783477549,0.006753326800110634,3.2061504123008246,0.7640455237231315,22.48161696323393,0.07688800337527699,0.32964160763061523,0.005911765063036606,3.3414374999999996,0.7299041482974092,25.6736875,0.07500070312170413,0.31809894893190543,0.005625105468750001,4.683043587805493,0.470839373189758,50.587175610985135,0.06946740061938556,0.2711738413792354,0.004825719748814208,5.0423124999999995,0.3623291927137582,61.0408125,0.06715635906226602,0.25890843706486644,0.0045099765625,4.67302847064752,0.4805434880400474,49.665343915343925,0.06906396633767331,0.26417178726465906,0.004769831446291273,3.989773882113822,0.6282356654524265,35.210810467479675,0.07070576618346469,0.27834457568009774,0.00499930537159078,5.872138397502602,0.20437719516022781,76.29565556711759,0.0638374789804479,0.22407949114183023,0.004075223722579129,5.741044207317073,0.23789918976420654,73.23177083333334,0.06331921289568081,0.22643059612375424,0.004009322721728551,5.819588969823101,0.2255615338336578,74.32127991675338,0.06393192597852763,0.22212677659743327,0.004087291159323936,cegla
1.5580708661417326,0.957038864283364,5.8820127952755925,0.10148456940461226,0.5119255413823028,0.010299117827239563,2.748589497178994,0.875892545339798,16.88858577717155,0.08293627297916145,0.37621095767743085,0.006878425375673986,2.450418307086614,0.8976956631581108,13.894315944881889,0.08795170914714916,0.4118650314501626,0.007735503141904721,2.865893731787464,0.8660314052269251,18.22902845805692,0.08202111437810332,0.368628246082814,0.006727463203825907,3.1425,0.8209278951573616,24.616500000000002,0.07814999600127949,0.3541489168454616,0.0061074218750000004,4.174540186444949,0.7030034783603271,40.30165028974553,0.07245329093781826,0.30008258890769135,0.005249479367720138,4.624499999999999,0.6102039892879697,52.31624999999999,0.07108997929560816,0.29211407068998446,0.005053785156249997,4.31657848324515,0.6837623690442094,42.897581254724116,0.07227810876991567,0.2985496442134125,0.005224125007355761,3.899263211382114,0.7270803465538431,37.58828760162602,0.07294326063416398,0.3129202388222811,0.005320719271943577,5.62285379812695,0.46194253046659134,72.15459157127992,0.06622940051788126,0.25608473007172017,0.004386333492957931,5.562754065040652,0.4497624113542686,72.57660060975611,0.06670063219371732,0.25522082088021003,0.004448974335041559,5.763722684703434,0.42905702855546823,76.46572580645162,0.06597187543243116,0.2516266045079823,0.0043522883480722144,cegla
1.9683193897637794,0.940184994075761,7.981975885826772,0.07044665180586522,0.4159939761895419,0.004962730750656813,3.5950151900303804,0.8128563268310334,25.07967015934032,0.055701996255404854,0.2800552220222452,0.0031027123868371366,3.2090920275590555,0.8469324966410272,20.504982775590552,0.05920613521222315,0.3077339093958768,0.00350536644676805,3.645607291214582,0.8085375771129295,25.658875317750628,0.05526546866783896,0.27437974305946217,0.00305427202707589,3.8903125,0.7602572952965867,31.9985625,0.05319220014485206,0.2660043637787225,0.00282941015625,5.516628873771732,0.5448525219198257,61.26152683295541,0.04766672311889069,0.21108377990284397,0.002272116492892988,6.32375,0.38129428364823226,83.53725,0.04589811236586969,0.1962708348378921,0.00210663671875,5.577286470143612,0.5329368605801956,62.8699294532628,0.0474627997715241,0.2105852994254795,0.002252717362151788,4.801130589430894,0.6412751533258823,47.93489583333334,0.04921245821761013,0.22885342948835236,0.002421866043820023,7.561719562955254,0.16217428304505013,113.62636576482831,0.042901367267275343,0.1642523897677502,0.0018405273134016443,7.714811991869919,0.12476538155932201,119.0796493902439,0.04252573710001894,0.16331922158359982,0.0018084383158999272,7.712473985431842,0.1321926538261405,117.69517429760666,0.04264515003566556,0.16435861586598038,0.001818608821564426,cegla
1.7558439960629917,0.9473844498482769,6.391424704724409,0.08171146328059577,0.44883264220222063,0.00667676323145615,3.4951329902659802,0.7978521296385002,24.653791307582615,0.06355743059762389,0.29358956583142404,0.0040395469841717786,3.1772268700787407,0.8247965670455006,21.357221948818903,0.06699906583286225,0.3229238263697261,0.004488874822476209,3.584165168330336,0.7901068158282584,25.597929195858384,0.06305583306987887,0.2850994977190325,0.003976038084136431,3.5084375000000003,0.7853654253565621,26.0968125,0.061715656568046,0.2871472223310042,0.0038088222656249998,5.321491559586797,0.5229900801126951,58.46775006298816,0.05518235411075813,0.22093748540414937,0.0030450922052051043,5.9776875,0.38182315820315343,76.1083125,0.053189042280811935,0.20836681578102256,0.00282907421875,5.452066011589822,0.5098805186889973,60.0688460569413,0.05449243869492026,0.21534523125901628,0.0029694258749196423,4.349529979674797,0.6740494101079022,39.71208079268293,0.05701977467803947,0.2448326149516726,0.003251254704334391,6.914477107180021,0.2049774857448163,98.68828043704474,0.05003541403511724,0.18557604716992673,0.002503542657665608,7.029852642276422,0.1772949310381437,102.42632113821138,0.049211884371620565,0.17820012289421586,0.0024218095634057526,7.213124349635796,0.17264536697221325,102.68086628511966,0.048724064758882836,0.169900326658595,0.002374034486627808,cegla
2.007074311023622,0.92769908583192,8.6640625,0.07883786124620153,0.422371313243065,0.006215408365875325,3.6795213590427185,0.7771044735700007,26.83917167834336,0.061855930035923136,0.28051712946269103,0.003826156080609018,3.2770054133858264,0.8184363467163648,21.85685285433071,0.06528696218254348,0.3090158682928714,0.004262387431024863,3.7479074958149914,0.7717758855829179,27.480562961125926,0.06134911486599073,0.2743606907637526,0.0037637138948405243,4.0213125000000005,0.70118733897649,35.8105625,0.05965162534457883,0.2722827397863118,0.0035583164062499995,5.581380700428319,0.48645919502293544,62.13492063492063,0.053143923224450704,0.20998308068710847,0.002824276575686311,6.143,0.3640357461514016,77.272125,0.05140029410786479,0.19445831896642224,0.002641990234375,5.641345427059713,0.4739816709160831,63.64424288233812,0.05336164049802809,0.20890211446267026,0.002847464676640792,4.936356707317073,0.5576001173466972,53.13274898373984,0.05553907696795511,0.23521915994872017,0.003084589070452442,7.35100156087409,0.139101753255857,105.24109001040583,0.04771606086684945,0.16510554273396924,0.002276822464648882,7.2883003048780495,0.1396524402767145,105.60499237804878,0.0475610629784632,0.1635050942250187,0.0022620547116413425,7.43138657648283,0.10864290797434044,108.96936784599374,0.04781541584241611,0.16465398293956207,0.0022863139921831775,cegla
1.994156003937008,0.9460859755978311,8.087167814960631,0.06799261635863517,0.4146791723984957,0.004622995879292542,3.6511253022506045,0.834370382224093,24.93229586459173,0.0529897798604207,0.2735678902619476,0.0028079167696558474,3.2979822834645667,0.8615425536986113,20.83464566929134,0.05572106168267547,0.29875958706881,0.003104836715044524,3.751751503503007,0.8245616830379231,26.409076818153636,0.05241379887791251,0.26771132472710196,0.0027472063128142626,3.9386875000000003,0.7863087661057118,32.0403125,0.051032254659430835,0.2667088755387999,0.002604291015625,5.636873267825649,0.5946372020406825,61.21510456034266,0.04526894558364551,0.20529943340919637,0.0020492774342550585,6.520875,0.43698692014523904,85.334125,0.043118817491612636,0.18976702322856626,0.001859232421875,5.741937515747039,0.5798872213953499,63.446775006298815,0.04490775185532112,0.20008214185365703,0.0020167061766990977,4.825647865853659,0.6828687526863231,47.577807418699194,0.047062398577139654,0.22640358477205763,0.0022148693598335566,7.903746097814777,0.20592232457793425,120.88163371488034,0.040565056336887124,0.16356339269316839,0.0016455237956148263,8.101117886178862,0.15239610699422884,129.60912093495935,0.04006222339802967,0.16113685879420164,0.0016049817435936364,7.911615504682622,0.20810657412587044,120.53089229968782,0.040034446856960386,0.15831672477408792,0.0016027569351427851,cegla
1.4576771653543308,0.962283053973121,4.802288385826771,0.08456821387033037,0.5083729692779874,0.007151782797217937,2.991505983011966,0.8629240366200874,17.50933101866204,0.06287495821887815,0.3268471606739082,0.003953260371025672,2.749138779527559,0.8842044596705066,14.802903543307085,0.06532435169734613,0.34533243795763036,0.004267270924678568,3.043462086924174,0.8595358873494504,17.94221588443177,0.061920976823804603,0.31879863074510717,0.003834207370814147,2.8008749999999996,0.8594761032875384,17.869749999999996,0.06385970952016615,0.3429764019183952,0.004078062499999998,4.830183925422021,0.6372137016250902,46.4347442680776,0.05226377665815938,0.24135543713534047,0.002731502350573965,5.912125,0.45940697670046726,69.532,0.049024905979002144,0.20875376740980608,0.00240344140625,4.897077349458302,0.630150424923972,47.33963214915595,0.05192423388753803,0.23496374237495618,0.0026961260648077526,3.3906885162601625,0.8003936097373837,25.347243394308943,0.05871381730369123,0.3012116655904579,0.003447312342371232,7.0401274713839745,0.24711925566551446,96.89678720083248,0.046357922136717425,0.1811643055406626,0.0021490569448339557,7.498475609756099,0.1535160726028848,109.52299288617888,0.045970855899500715,0.17905190194948148,0.0021133195921326595,7.146917273673258,0.23012280451931041,99.07862903225806,0.04614949288322599,0.1827469069908892,0.0021297756933789263,cegla
1.577571358267717,0.960739494761531,5.331262303149607,0.08288390461818705,0.4811878903821274,0.006869741644756729,3.163122326244653,0.8577281351648035,19.436046872093748,0.06250385915216763,0.3122766982096127,0.003906732408914009,2.9168307086614176,0.877101580695297,16.771899606299215,0.06524795634402723,0.3326961644210633,0.004257295807072083,3.244590489180979,0.850625853020576,20.406224812449622,0.061948301238635706,0.3074912957246885,0.0038375920263527545,3.0349999999999997,0.8533720935498434,19.935375,0.06234573148480175,0.3205340085859113,0.003886990234375,5.024628369866464,0.6262129878977369,51.413139329806,0.0533388655479641,0.23483092586409554,0.002845034577943791,6.108875,0.4357031571555112,77.93125,0.05028691119466377,0.20898872026300386,0.0025287734375,5.13567649281935,0.6133586684106804,53.18077601410934,0.053111624727548434,0.22939677363350278,0.0028208446811999344,3.649390243902439,0.7893023338146787,28.637703252032516,0.058043263195688005,0.2826231389355359,0.00336902040240391,7.291558272632674,0.228787989430256,107.3281087408949,0.04653754670442539,0.17913119019992368,0.0021657432532665747,7.6302718495934965,0.1603647366231789,117.30290904471545,0.04567523560641632,0.16994461046092268,0.0020862271477016412,7.372333506763788,0.21780664052230897,108.90862382934444,0.046662079344900555,0.17650686584033295,0.0021773496487897948,cegla
